Request id,Pickup point,Driver id,Status,request_time,drop_time,response_time,request_date,request_time_hhmm,drop_date,drop_time_hhmm
1576,City,57,Trip Completed,2016-12-07 06:27:00,2016-12-07 07:41:00,74,2016-12-07,06:27,2016-12-07,07:41
1974,Airport,57,Trip Completed,2016-12-07 12:19:00,2016-12-07 13:07:00,48,2016-12-07,12:19,2016-12-07,13:07
2597,City,57,Trip Completed,2016-12-07 21:52:00,2016-12-07 22:54:00,62,2016-12-07,21:52,2016-12-07,22:54
4690,City,57,Trip Completed,2016-07-14 13:04:08,2016-07-14 13:45:06,40,2016-07-14,13:04,2016-07-14,13:45
6267,Airport,57,Trip Completed,2016-07-15 18:10:03,2016-07-15 18:45:25,35,2016-07-15,18:10,2016-07-15,18:45
660,Airport,58,Trip Completed,2016-11-07 12:55:00,2016-11-07 13:44:00,49,2016-11-07,12:55,2016-11-07,13:44
943,Airport,58,Trip Completed,2016-11-07 18:34:00,2016-11-07 19:25:00,51,2016-11-07,18:34,2016-11-07,19:25
1445,Airport,58,Trip Completed,2016-12-07 04:45:00,2016-12-07 06:02:00,77,2016-12-07,04:45,2016-12-07,06:02
3070,City,58,Trip Completed,2016-07-13 07:53:05,2016-07-13 08:53:21,60,2016-07-13,07:53,2016-07-13,08:53
3440,City,58,Trip Completed,2016-07-13 16:26:57,2016-07-13 17:04:40,37,2016-07-13,16:26,2016-07-13,17:04
4503,City,58,Trip Completed,2016-07-14 09:05:45,2016-07-14 09:56:16,50,2016-07-14,09:05,2016-07-14,09:56
4771,Airport,58,Trip Completed,2016-07-14 15:57:43,2016-07-14 16:25:11,27,2016-07-14,15:57,2016-07-14,16:25
4797,City,58,Trip Completed,2016-07-14 16:55:26,2016-07-14 17:51:22,55,2016-07-14,16:55,2016-07-14,17:51
4898,Airport,58,Trip Completed,2016-07-14 18:02:53,2016-07-14 19:08:17,65,2016-07-14,18:02,2016-07-14,19:08
172,Airport,59,Trip Completed,2016-11-07 05:41:00,2016-11-07 06:19:00,38,2016-11-07,05:41,2016-11-07,06:19
518,City,59,Trip Completed,2016-11-07 09:46:00,2016-11-07 10:42:00,56,2016-11-07,09:46,2016-11-07,10:42
843,Airport,59,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:31:00,53,2016-11-07,17:38,2016-11-07,18:31
1070,City,59,Trip Completed,2016-11-07 19:58:00,2016-11-07 20:58:00,60,2016-11-07,19:58,2016-11-07,20:58
2078,Airport,59,Trip Completed,2016-12-07 15:36:00,2016-12-07 16:22:00,46,2016-12-07,15:36,2016-12-07,16:22
5382,City,59,Trip Completed,2016-07-14 00:08:01,2016-07-14 00:42:31,34,2016-07-14,00:08,2016-07-14,00:42
4119,City,59,Trip Completed,2016-07-14 04:22:12,2016-07-14 05:42:08,79,2016-07-14,04:22,2016-07-14,05:42
4623,City,59,Trip Completed,2016-07-14 11:00:10,2016-07-14 11:37:46,37,2016-07-14,11:00,2016-07-14,11:37
620,City,60,Trip Completed,2016-11-07 12:04:00,2016-11-07 13:17:00,73,2016-11-07,12:04,2016-11-07,13:17
1286,Airport,60,Trip Completed,2016-11-07 22:18:00,2016-11-07 22:59:00,41,2016-11-07,22:18,2016-11-07,22:59
2482,City,60,Trip Completed,2016-12-07 20:45:00,2016-12-07 21:42:00,57,2016-12-07,20:45,2016-12-07,21:42
3672,Airport,60,Trip Completed,2016-07-13 19:28:50,2016-07-13 20:34:16,65,2016-07-13,19:28,2016-07-13,20:34
3959,City,60,Trip Completed,2016-07-13 22:51:04,2016-07-13 23:25:59,34,2016-07-13,22:51,2016-07-13,23:25
4659,City,60,Trip Completed,2016-07-14 12:10:38,2016-07-14 13:10:26,59,2016-07-14,12:10,2016-07-14,13:10
5060,Airport,60,Trip Completed,2016-07-14 19:26:16,2016-07-14 20:02:05,35,2016-07-14,19:26,2016-07-14,20:02
5942,City,60,Trip Completed,2016-07-15 10:29:33,2016-07-15 11:23:49,54,2016-07-15,10:29,2016-07-15,11:23
1349,Airport,61,Trip Completed,2016-11-07 23:41:00,2016-11-08 00:22:00,41,2016-11-07,23:41,2016-11-08,00:22
2192,Airport,61,Trip Completed,2016-12-07 17:44:00,2016-12-07 18:39:00,55,2016-12-07,17:44,2016-12-07,18:39
2323,City,61,Trip Completed,2016-12-07 19:06:00,2016-12-07 20:17:00,71,2016-12-07,19:06,2016-12-07,20:17
2717,City,61,Trip Completed,2016-07-13 02:00:13,2016-07-13 02:55:01,54,2016-07-13,02:00,2016-07-13,02:55
3338,Airport,61,Trip Completed,2016-07-13 12:36:47,2016-07-13 13:16:34,39,2016-07-13,12:36,2016-07-13,13:16
4475,City,61,Trip Completed,2016-07-14 08:44:24,2016-07-14 09:25:43,41,2016-07-14,08:44,2016-07-14,09:25
4786,City,61,Trip Completed,2016-07-14 16:40:36,2016-07-14 17:13:53,33,2016-07-14,16:40,2016-07-14,17:13
5017,City,61,Trip Completed,2016-07-14 19:09:05,2016-07-14 20:01:24,52,2016-07-14,19:09,2016-07-14,20:01
5580,City,61,Trip Completed,2016-07-15 05:51:48,2016-07-15 07:08:30,76,2016-07-15,05:51,2016-07-15,07:08
6066,Airport,61,Trip Completed,2016-07-15 13:54:34,2016-07-15 14:44:05,49,2016-07-15,13:54,2016-07-15,14:44
418,City,62,Trip Completed,2016-11-07 08:42:00,2016-11-07 09:24:00,42,2016-11-07,08:42,2016-11-07,09:24
608,Airport,62,Trip Completed,2016-11-07 11:57:00,2016-11-07 12:48:00,51,2016-11-07,11:57,2016-11-07,12:48
1842,City,62,Trip Completed,2016-12-07 09:40:00,2016-12-07 10:18:00,38,2016-12-07,09:40,2016-12-07,10:18
4004,City,62,Trip Completed,2016-07-13 23:40:41,2016-07-14 00:21:38,40,2016-07-13,23:40,2016-07-14,00:21
5791,City,62,Trip Completed,2016-07-15 08:35:12,2016-07-15 09:19:35,44,2016-07-15,08:35,2016-07-15,09:19
6548,Airport,62,Trip Completed,2016-07-15 20:56:32,2016-07-15 21:45:32,49,2016-07-15,20:56,2016-07-15,21:45
121,Airport,63,Trip Completed,2016-11-07 05:13:00,2016-11-07 06:08:00,55,2016-11-07,05:13,2016-11-07,06:08
571,Airport,63,Trip Completed,2016-11-07 10:44:00,2016-11-07 11:44:00,60,2016-11-07,10:44,2016-11-07,11:44
2444,Airport,63,Trip Completed,2016-12-07 20:23:00,2016-12-07 21:35:00,72,2016-12-07,20:23,2016-12-07,21:35
2815,City,63,Trip Completed,2016-07-13 05:13:32,2016-07-13 05:42:58,29,2016-07-13,05:13,2016-07-13,05:42
3510,Airport,63,Trip Completed,2016-07-13 17:42:32,2016-07-13 18:32:16,49,2016-07-13,17:42,2016-07-13,18:32
5013,City,63,Trip Completed,2016-07-14 19:01:56,2016-07-14 19:37:00,35,2016-07-14,19:01,2016-07-14,19:37
5457,City,63,Trip Completed,2016-07-15 03:56:41,2016-07-15 04:54:26,57,2016-07-15,03:56,2016-07-15,04:54
5940,City,63,Trip Completed,2016-07-15 10:18:26,2016-07-15 11:12:53,54,2016-07-15,10:18,2016-07-15,11:12
6197,City,63,Trip Completed,2016-07-15 17:24:24,2016-07-15 18:05:53,41,2016-07-15,17:24,2016-07-15,18:05
6660,Airport,63,Trip Completed,2016-07-15 22:15:00,2016-07-15 23:14:39,59,2016-07-15,22:15,2016-07-15,23:14
584,Airport,64,Trip Completed,2016-11-07 11:14:00,2016-11-07 12:25:00,71,2016-11-07,11:14,2016-11-07,12:25
1741,Airport,64,Trip Completed,2016-12-07 08:32:00,2016-12-07 09:08:00,36,2016-12-07,08:32,2016-12-07,09:08
2031,City,64,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:51:00,34,2016-12-07,14:17,2016-12-07,14:51
3158,Airport,64,Trip Completed,2016-07-13 09:07:00,2016-07-13 10:00:18,53,2016-07-13,09:07,2016-07-13,10:00
3955,Airport,64,Trip Completed,2016-07-13 22:56:09,2016-07-13 23:50:55,54,2016-07-13,22:56,2016-07-13,23:50
4384,City,64,Trip Completed,2016-07-14 07:49:20,2016-07-14 08:54:46,65,2016-07-14,07:49,2016-07-14,08:54
5224,City,64,Trip Completed,2016-07-14 21:07:44,2016-07-14 22:19:37,71,2016-07-14,21:07,2016-07-14,22:19
5394,Airport,64,Trip Completed,2016-07-15 00:47:57,2016-07-15 01:42:51,54,2016-07-15,00:47,2016-07-15,01:42
5511,Airport,64,Trip Completed,2016-07-15 05:10:13,2016-07-15 06:09:36,59,2016-07-15,05:10,2016-07-15,06:09
744,City,65,Trip Completed,2016-11-07 15:41:00,2016-11-07 16:30:00,49,2016-11-07,15:41,2016-11-07,16:30
1634,Airport,65,Trip Completed,2016-12-07 07:13:00,2016-12-07 08:04:00,51,2016-12-07,07:13,2016-12-07,08:04
1911,Airport,65,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:41:00,58,2016-12-07,10:43,2016-12-07,11:41
2608,Airport,65,Trip Completed,2016-12-07 21:59:00,2016-12-07 22:36:00,37,2016-12-07,21:59,2016-12-07,22:36
3456,Airport,65,Trip Completed,2016-07-13 16:59:22,2016-07-13 17:47:12,47,2016-07-13,16:59,2016-07-13,17:47
3561,City,65,Trip Completed,2016-07-13 18:14:34,2016-07-13 18:55:15,40,2016-07-13,18:14,2016-07-13,18:55
5216,Airport,65,Trip Completed,2016-07-14 20:56:47,2016-07-14 21:45:04,48,2016-07-14,20:56,2016-07-14,21:45
5573,City,65,Trip Completed,2016-07-15 05:48:54,2016-07-15 06:19:03,30,2016-07-15,05:48,2016-07-15,06:19
5952,Airport,65,Trip Completed,2016-07-15 10:42:35,2016-07-15 11:20:09,37,2016-07-15,10:42,2016-07-15,11:20
6093,Airport,65,Trip Completed,2016-07-15 14:34:33,2016-07-15 15:30:31,55,2016-07-15,14:34,2016-07-15,15:30
6749,Airport,65,Trip Completed,2016-07-15 23:48:42,2016-07-16 00:36:53,48,2016-07-15,23:48,2016-07-16,00:36
250,Airport,66,Trip Completed,2016-11-07 06:29:00,2016-11-07 07:34:00,65,2016-11-07,06:29,2016-11-07,07:34
781,City,66,Trip Completed,2016-11-07 16:40:00,2016-11-07 17:41:00,61,2016-11-07,16:40,2016-11-07,17:41
1681,Airport,66,Trip Completed,2016-12-07 07:53:00,2016-12-07 08:44:00,51,2016-12-07,07:53,2016-12-07,08:44
3924,Airport,66,Trip Completed,2016-07-13 22:21:56,2016-07-13 23:04:13,42,2016-07-13,22:21,2016-07-13,23:04
5271,City,66,Trip Completed,2016-07-14 21:33:30,2016-07-14 22:21:00,47,2016-07-14,21:33,2016-07-14,22:21
5899,Airport,66,Trip Completed,2016-07-15 09:55:05,2016-07-15 10:23:11,28,2016-07-15,09:55,2016-07-15,10:23
6273,City,66,Trip Completed,2016-07-15 18:09:45,2016-07-15 19:22:05,72,2016-07-15,18:09,2016-07-15,19:22
630,Airport,67,Trip Completed,2016-11-07 12:16:00,2016-11-07 13:10:00,54,2016-11-07,12:16,2016-11-07,13:10
679,City,67,Trip Completed,2016-11-07 13:22:00,2016-11-07 14:17:00,55,2016-11-07,13:22,2016-11-07,14:17
782,Airport,67,Trip Completed,2016-11-07 16:46:00,2016-11-07 17:27:00,41,2016-11-07,16:46,2016-11-07,17:27
1329,Airport,67,Trip Completed,2016-11-07 23:10:00,2016-11-07 23:45:00,35,2016-11-07,23:10,2016-11-07,23:45
1712,Airport,67,Trip Completed,2016-12-07 08:14:00,2016-12-07 09:06:00,52,2016-12-07,08:14,2016-12-07,09:06
2033,City,67,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:59:00,42,2016-12-07,14:17,2016-12-07,14:59
3094,Airport,67,Trip Completed,2016-07-13 08:21:01,2016-07-13 08:53:34,32,2016-07-13,08:21,2016-07-13,08:53
4709,Airport,67,Trip Completed,2016-07-14 13:21:10,2016-07-14 14:22:19,61,2016-07-14,13:21,2016-07-14,14:22
4948,Airport,67,Trip Completed,2016-07-14 18:28:34,2016-07-14 19:39:52,71,2016-07-14,18:28,2016-07-14,19:39
5597,City,67,Trip Completed,2016-07-15 06:04:49,2016-07-15 07:00:21,55,2016-07-15,06:04,2016-07-15,07:00
6747,City,67,Trip Completed,2016-07-15 23:47:37,2016-07-16 00:58:57,71,2016-07-15,23:47,2016-07-16,00:58
1480,Airport,68,Trip Completed,2016-12-07 05:15:00,2016-12-07 06:06:00,51,2016-12-07,05:15,2016-12-07,06:06
2013,City,68,Trip Completed,2016-12-07 13:35:00,2016-12-07 14:29:00,54,2016-12-07,13:35,2016-12-07,14:29
2867,Airport,68,Trip Completed,2016-07-13 05:45:19,2016-07-13 06:28:32,43,2016-07-13,05:45,2016-07-13,06:28
3377,Airport,68,Trip Completed,2016-07-13 14:17:32,2016-07-13 15:01:27,43,2016-07-13,14:17,2016-07-13,15:01
4108,City,68,Trip Completed,2016-07-14 03:56:10,2016-07-14 04:38:59,42,2016-07-14,03:56,2016-07-14,04:38
4368,City,68,Trip Completed,2016-07-14 07:38:59,2016-07-14 08:11:28,32,2016-07-14,07:38,2016-07-14,08:11
4787,City,68,Trip Completed,2016-07-14 16:41:13,2016-07-14 17:15:13,34,2016-07-14,16:41,2016-07-14,17:15
93,City,69,Trip Completed,2016-11-07 04:53:00,2016-11-07 05:30:00,37,2016-11-07,04:53,2016-11-07,05:30
402,Airport,69,Trip Completed,2016-11-07 08:31:00,2016-11-07 09:02:00,31,2016-11-07,08:31,2016-11-07,09:02
582,City,69,Trip Completed,2016-11-07 10:56:00,2016-11-07 11:59:00,63,2016-11-07,10:56,2016-11-07,11:59
733,City,69,Trip Completed,2016-11-07 15:25:00,2016-11-07 16:30:00,65,2016-11-07,15:25,2016-11-07,16:30
951,Airport,69,Trip Completed,2016-11-07 18:38:00,2016-11-07 19:10:00,32,2016-11-07,18:38,2016-11-07,19:10
1889,City,69,Trip Completed,2016-12-07 10:14:00,2016-12-07 11:18:00,64,2016-12-07,10:14,2016-12-07,11:18
2046,Airport,69,Trip Completed,2016-12-07 14:40:00,2016-12-07 15:22:00,42,2016-12-07,14:40,2016-12-07,15:22
2664,Airport,69,Trip Completed,2016-07-12 23:26:00,2016-07-13 00:01:12,35,2016-07-12,23:26,2016-07-13,00:01
2936,City,69,Trip Completed,2016-07-13 06:28:33,2016-07-13 07:42:26,73,2016-07-13,06:28,2016-07-13,07:42
3740,Airport,69,Trip Completed,2016-07-13 20:22:06,2016-07-13 20:55:56,33,2016-07-13,20:22,2016-07-13,20:55
4482,Airport,69,Trip Completed,2016-07-14 08:53:30,2016-07-14 09:52:26,58,2016-07-14,08:53,2016-07-14,09:52
4718,City,69,Trip Completed,2016-07-14 13:41:23,2016-07-14 14:20:34,39,2016-07-14,13:41,2016-07-14,14:20
4908,Airport,69,Trip Completed,2016-07-14 18:05:13,2016-07-14 18:34:08,28,2016-07-14,18:05,2016-07-14,18:34
6278,Airport,69,Trip Completed,2016-07-15 18:13:31,2016-07-15 18:55:37,42,2016-07-15,18:13,2016-07-15,18:55
514,City,70,Trip Completed,2016-11-07 09:45:00,2016-11-07 10:56:00,71,2016-11-07,09:45,2016-11-07,10:56
703,City,70,Trip Completed,2016-11-07 14:11:00,2016-11-07 14:44:00,33,2016-11-07,14:11,2016-11-07,14:44
947,City,70,Trip Completed,2016-11-07 18:37:00,2016-11-07 19:04:00,27,2016-11-07,18:37,2016-11-07,19:04
2252,City,70,Trip Completed,2016-12-07 18:26:00,2016-12-07 19:00:00,34,2016-12-07,18:26,2016-12-07,19:00
2896,City,70,Trip Completed,2016-07-13 05:59:51,2016-07-13 07:13:25,73,2016-07-13,05:59,2016-07-13,07:13
3583,Airport,70,Trip Completed,2016-07-13 18:31:39,2016-07-13 19:25:25,53,2016-07-13,18:31,2016-07-13,19:25
4263,Airport,70,Trip Completed,2016-07-14 06:10:32,2016-07-14 07:25:59,75,2016-07-14,06:10,2016-07-14,07:25
4398,City,70,Trip Completed,2016-07-14 08:03:25,2016-07-14 09:01:47,58,2016-07-14,08:03,2016-07-14,09:01
5029,City,70,Trip Completed,2016-07-14 19:16:39,2016-07-14 19:49:02,32,2016-07-14,19:16,2016-07-14,19:49
5554,Airport,70,Trip Completed,2016-07-15 05:37:40,2016-07-15 06:10:15,32,2016-07-15,05:37,2016-07-15,06:10
5746,City,70,Trip Completed,2016-07-15 07:52:17,2016-07-15 08:33:38,41,2016-07-15,07:52,2016-07-15,08:33
5986,Airport,70,Trip Completed,2016-07-15 11:35:04,2016-07-15 12:30:23,55,2016-07-15,11:35,2016-07-15,12:30
6140,Airport,70,Trip Completed,2016-07-15 15:54:52,2016-07-15 16:59:06,64,2016-07-15,15:54,2016-07-15,16:59
6554,City,70,Trip Completed,2016-07-15 20:58:09,2016-07-15 21:56:10,58,2016-07-15,20:58,2016-07-15,21:56
467,City,71,Trip Completed,2016-11-07 09:20:00,2016-11-07 10:17:00,57,2016-11-07,09:20,2016-11-07,10:17
615,City,71,Trip Completed,2016-11-07 11:54:00,2016-11-07 12:43:00,49,2016-11-07,11:54,2016-11-07,12:43
801,Airport,71,Trip Completed,2016-11-07 17:11:00,2016-11-07 18:24:00,73,2016-11-07,17:11,2016-11-07,18:24
1587,Airport,71,Trip Completed,2016-12-07 06:31:00,2016-12-07 07:42:00,71,2016-12-07,06:31,2016-12-07,07:42
1925,City,71,Trip Completed,2016-12-07 11:06:00,2016-12-07 11:51:00,45,2016-12-07,11:06,2016-12-07,11:51
2527,City,71,Trip Completed,2016-12-07 21:11:00,2016-12-07 21:53:00,42,2016-12-07,21:11,2016-12-07,21:53
3065,Airport,71,Trip Completed,2016-07-13 07:55:48,2016-07-13 08:26:59,31,2016-07-13,07:55,2016-07-13,08:26
5031,Airport,71,Trip Completed,2016-07-14 19:12:52,2016-07-14 19:55:35,42,2016-07-14,19:12,2016-07-14,19:55
160,Airport,72,Trip Completed,2016-11-07 05:38:00,2016-11-07 06:34:00,56,2016-11-07,05:38,2016-11-07,06:34
2029,City,72,Trip Completed,2016-12-07 14:16:00,2016-12-07 15:09:00,53,2016-12-07,14:16,2016-12-07,15:09
2543,City,72,Trip Completed,2016-12-07 21:16:00,2016-12-07 21:53:00,37,2016-12-07,21:16,2016-12-07,21:53
2941,Airport,72,Trip Completed,2016-07-13 06:28:03,2016-07-13 07:19:44,51,2016-07-13,06:28,2016-07-13,07:19
4766,City,72,Trip Completed,2016-07-14 15:40:51,2016-07-14 16:28:14,47,2016-07-14,15:40,2016-07-14,16:28
5349,Airport,72,Trip Completed,2016-07-14 22:55:36,2016-07-14 23:22:32,26,2016-07-14,22:55,2016-07-14,23:22
5409,Airport,72,Trip Completed,2016-07-15 01:36:28,2016-07-15 02:46:45,70,2016-07-15,01:36,2016-07-15,02:46
6698,Airport,72,Trip Completed,2016-07-15 22:47:43,2016-07-15 23:51:58,64,2016-07-15,22:47,2016-07-15,23:51
81,Airport,73,Trip Completed,2016-11-07 04:47:00,2016-11-07 06:00:00,73,2016-11-07,04:47,2016-11-07,06:00
370,City,73,Trip Completed,2016-11-07 08:06:00,2016-11-07 08:32:00,26,2016-11-07,08:06,2016-11-07,08:32
799,Airport,73,Trip Completed,2016-11-07 17:07:00,2016-11-07 17:53:00,46,2016-11-07,17:07,2016-11-07,17:53
1300,City,73,Trip Completed,2016-11-07 22:31:00,2016-11-07 22:56:00,25,2016-11-07,22:31,2016-11-07,22:56
1805,Airport,73,Trip Completed,2016-12-07 09:11:00,2016-12-07 10:03:00,52,2016-12-07,09:11,2016-12-07,10:03
2410,City,73,Trip Completed,2016-12-07 20:05:00,2016-12-07 20:59:00,54,2016-12-07,20:05,2016-12-07,20:59
2723,Airport,73,Trip Completed,2016-07-13 02:18:57,2016-07-13 03:10:15,51,2016-07-13,02:18,2016-07-13,03:10
3240,City,73,Trip Completed,2016-07-13 10:06:24,2016-07-13 10:35:55,29,2016-07-13,10:06,2016-07-13,10:35
3424,City,73,Trip Completed,2016-07-13 15:48:23,2016-07-13 16:53:47,65,2016-07-13,15:48,2016-07-13,16:53
4188,City,73,Trip Completed,2016-07-14 05:29:47,2016-07-14 05:59:54,30,2016-07-14,05:29,2016-07-14,05:59
5617,City,73,Trip Completed,2016-07-15 06:25:50,2016-07-15 07:36:28,70,2016-07-15,06:25,2016-07-15,07:36
5932,Airport,73,Trip Completed,2016-07-15 10:09:21,2016-07-15 11:21:25,72,2016-07-15,10:09,2016-07-15,11:21
6699,City,73,Trip Completed,2016-07-15 22:47:07,2016-07-15 23:37:30,50,2016-07-15,22:47,2016-07-15,23:37
285,City,74,Trip Completed,2016-11-07 07:02:00,2016-11-07 07:40:00,38,2016-11-07,07:02,2016-11-07,07:40
754,City,74,Trip Completed,2016-11-07 16:06:00,2016-11-07 16:53:00,47,2016-11-07,16:06,2016-11-07,16:53
1449,Airport,74,Trip Completed,2016-12-07 04:53:00,2016-12-07 05:57:00,64,2016-12-07,04:53,2016-12-07,05:57
2764,Airport,74,Trip Completed,2016-07-13 03:58:16,2016-07-13 04:42:07,43,2016-07-13,03:58,2016-07-13,04:42
2859,City,74,Trip Completed,2016-07-13 05:39:10,2016-07-13 06:37:36,58,2016-07-13,05:39,2016-07-13,06:37
3036,Airport,74,Trip Completed,2016-07-13 07:36:39,2016-07-13 08:45:40,69,2016-07-13,07:36,2016-07-13,08:45
3934,Airport,74,Trip Completed,2016-07-13 22:20:43,2016-07-13 23:25:38,64,2016-07-13,22:20,2016-07-13,23:25
4486,City,74,Trip Completed,2016-07-14 09:00:12,2016-07-14 09:39:07,38,2016-07-14,09:00,2016-07-14,09:39
4996,City,74,Trip Completed,2016-07-14 18:52:05,2016-07-14 19:44:24,52,2016-07-14,18:52,2016-07-14,19:44
5133,Airport,74,Trip Completed,2016-07-14 20:11:45,2016-07-14 20:45:59,34,2016-07-14,20:11,2016-07-14,20:45
5887,City,74,Trip Completed,2016-07-15 09:39:16,2016-07-15 10:23:51,44,2016-07-15,09:39,2016-07-15,10:23
6402,Airport,74,Trip Completed,2016-07-15 19:29:36,2016-07-15 20:41:40,72,2016-07-15,19:29,2016-07-15,20:41
462,City,75,Trip Completed,2016-11-07 09:14:00,2016-11-07 10:30:00,76,2016-11-07,09:14,2016-11-07,10:30
817,City,75,Trip Completed,2016-11-07 17:32:00,2016-11-07 18:23:00,51,2016-11-07,17:32,2016-11-07,18:23
1790,Airport,75,Trip Completed,2016-12-07 09:06:00,2016-12-07 09:58:00,52,2016-12-07,09:06,2016-12-07,09:58
2014,City,75,Trip Completed,2016-12-07 13:36:00,2016-12-07 14:09:00,33,2016-12-07,13:36,2016-12-07,14:09
2165,City,75,Trip Completed,2016-12-07 17:31:00,2016-12-07 18:24:00,53,2016-12-07,17:31,2016-12-07,18:24
2627,City,75,Trip Completed,2016-12-07 22:08:00,2016-12-07 22:56:00,48,2016-12-07,22:08,2016-12-07,22:56
2968,City,75,Trip Completed,2016-07-13 06:54:38,2016-07-13 07:28:34,33,2016-07-13,06:54,2016-07-13,07:28
3282,Airport,75,Trip Completed,2016-07-13 10:47:18,2016-07-13 11:24:06,36,2016-07-13,10:47,2016-07-13,11:24
3544,City,75,Trip Completed,2016-07-13 17:54:21,2016-07-13 19:01:12,66,2016-07-13,17:54,2016-07-13,19:01
5552,Airport,75,Trip Completed,2016-07-15 05:33:21,2016-07-15 06:28:41,55,2016-07-15,05:33,2016-07-15,06:28
6657,Airport,75,Trip Completed,2016-07-15 22:11:53,2016-07-15 23:13:20,61,2016-07-15,22:11,2016-07-15,23:13
88,Airport,76,Trip Completed,2016-11-07 04:54:00,2016-11-07 06:07:00,73,2016-11-07,04:54,2016-11-07,06:07
201,City,76,Trip Completed,2016-11-07 06:09:00,2016-11-07 07:20:00,71,2016-11-07,06:09,2016-11-07,07:20
847,Airport,76,Trip Completed,2016-11-07 17:49:00,2016-11-07 18:48:00,59,2016-11-07,17:49,2016-11-07,18:48
1585,Airport,76,Trip Completed,2016-12-07 06:30:00,2016-12-07 07:27:00,57,2016-12-07,06:30,2016-12-07,07:27
2116,City,76,Trip Completed,2016-12-07 16:33:00,2016-12-07 17:09:00,36,2016-12-07,16:33,2016-12-07,17:09
2800,Airport,76,Trip Completed,2016-07-13 04:58:26,2016-07-13 05:27:13,28,2016-07-13,04:58,2016-07-13,05:27
3066,City,76,Trip Completed,2016-07-13 07:57:03,2016-07-13 08:44:39,47,2016-07-13,07:57,2016-07-13,08:44
3640,City,76,Trip Completed,2016-07-13 19:05:17,2016-07-13 19:46:35,41,2016-07-13,19:05,2016-07-13,19:46
4162,City,76,Trip Completed,2016-07-14 05:06:45,2016-07-14 06:16:57,70,2016-07-14,05:06,2016-07-14,06:16
4892,Airport,76,Trip Completed,2016-07-14 17:59:40,2016-07-14 19:08:42,69,2016-07-14,17:59,2016-07-14,19:08
5038,City,76,Trip Completed,2016-07-14 19:20:13,2016-07-14 19:47:40,27,2016-07-14,19:20,2016-07-14,19:47
6417,City,76,Trip Completed,2016-07-15 19:44:20,2016-07-15 20:44:57,60,2016-07-15,19:44,2016-07-15,20:44
376,City,77,Trip Completed,2016-11-07 08:11:00,2016-11-07 08:49:00,38,2016-11-07,08:11,2016-11-07,08:49
899,City,77,Trip Completed,2016-11-07 18:09:00,2016-11-07 19:16:00,67,2016-11-07,18:09,2016-11-07,19:16
1112,Airport,77,Trip Completed,2016-11-07 20:15:00,2016-11-07 21:07:00,52,2016-11-07,20:15,2016-11-07,21:07
1444,City,77,Trip Completed,2016-12-07 04:43:00,2016-12-07 05:56:00,73,2016-12-07,04:43,2016-12-07,05:56
1993,City,77,Trip Completed,2016-12-07 12:50:00,2016-12-07 13:42:00,52,2016-12-07,12:50,2016-12-07,13:42
2417,City,77,Trip Completed,2016-12-07 19:59:00,2016-12-07 21:22:00,83,2016-12-07,19:59,2016-12-07,21:22
3318,City,77,Trip Completed,2016-07-13 12:25:28,2016-07-13 13:07:25,41,2016-07-13,12:25,2016-07-13,13:07
3529,Airport,77,Trip Completed,2016-07-13 17:53:17,2016-07-13 18:36:10,42,2016-07-13,17:53,2016-07-13,18:36
4322,Airport,77,Trip Completed,2016-07-14 07:04:32,2016-07-14 07:30:47,26,2016-07-14,07:04,2016-07-14,07:30
5861,Airport,77,Trip Completed,2016-07-15 09:11:35,2016-07-15 10:26:32,74,2016-07-15,09:11,2016-07-15,10:26
6519,City,77,Trip Completed,2016-07-15 20:44:17,2016-07-15 21:32:35,48,2016-07-15,20:44,2016-07-15,21:32
34,City,78,Trip Completed,2016-11-07 02:20:00,2016-11-07 03:34:00,74,2016-11-07,02:20,2016-11-07,03:34
637,Airport,78,Trip Completed,2016-11-07 12:24:00,2016-11-07 13:31:00,67,2016-11-07,12:24,2016-11-07,13:31
1005,City,78,Trip Completed,2016-11-07 19:07:00,2016-11-07 19:53:00,46,2016-11-07,19:07,2016-11-07,19:53
1293,City,78,Trip Completed,2016-11-07 22:28:00,2016-11-07 23:24:00,56,2016-11-07,22:28,2016-11-07,23:24
1664,Airport,78,Trip Completed,2016-12-07 07:35:00,2016-12-07 08:45:00,70,2016-12-07,07:35,2016-12-07,08:45
1915,City,78,Trip Completed,2016-12-07 10:45:00,2016-12-07 11:32:00,47,2016-12-07,10:45,2016-12-07,11:32
3262,Airport,78,Trip Completed,2016-07-13 10:21:02,2016-07-13 11:08:03,47,2016-07-13,10:21,2016-07-13,11:08
3546,City,78,Trip Completed,2016-07-13 18:02:46,2016-07-13 18:48:14,45,2016-07-13,18:02,2016-07-13,18:48
3977,Airport,78,Trip Completed,2016-07-13 23:13:11,2016-07-13 23:50:19,37,2016-07-13,23:13,2016-07-13,23:50
4300,City,78,Trip Completed,2016-07-14 06:46:29,2016-07-14 07:59:18,72,2016-07-14,06:46,2016-07-14,07:59
4680,City,78,Trip Completed,2016-07-14 12:48:45,2016-07-14 13:34:02,45,2016-07-14,12:48,2016-07-14,13:34
